帖子id,帖子标题,帖子点赞数,帖子评论数,comment_level,comment_id,parent_comment_id,user_id,content,comment_time,location,like_count,reply_count,char_len,post_category,robot_status,human_role,effective_token_count,topic,topic_prob
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69dc3c23000000001400b975,69db2e550000000016017b12,5e23d385000000000100103a,人形设计出来是为了代替人类的，整个世界的各种工具都是人类可以用的，设计成人形是为了造通用型机器人，因为人能很好的让这个世界运转，人形一样能，可以不用改造环境和工具，就可以适配所有人类适应的环境。人形不是为了满足特定场景而设计出来的机器人，而是这个世界的所有场景的通用机器人。特殊场景的机器人，人形也能去控制它，人形机器人算是高纬度的机器人了,2026.04.13,广东,0.0,,170,成功|观众,成功,观众,51,0,0.9839279380498832
69e47f8f000000001f007203,"2026年机器人马拉松状态，五年后再看�

",,5834.0,2,69e714c6000000001401e416,69e586020000000014019401,666575aa00000000030302e5,不能只看到马拉松，其实是展示具身智能的发展，又带有一点娱乐性质。人形机器人更能适应已有的人类生产生活工具，研究使用者的形态比改变大量生产工具的形态要简单的多，比较机器人还没有全面推广。要是机器人能做到跑步，那其他的动作也可以，我们平时使用的工具可以交给机器人，再者，人类使用的武器装备也能交给机器人。,2026.04.21,湖南,0.0,,150,,,,45,0,0.9787198858851527
69e481e8000000002003ad94,"

",,,2,69e613ef000000001401d827,69e490ae000000001401d42a,5b10050ee8ac2b2729743bcc,干嘛要轮子，直接飞不是更快？人形有一个很重要的目的，那就是可以使用现今人类所有的工具和行为逻辑，这非常重要。这样人类根本无需重新设计工具，直接套用就行了。人类无需改变现今的桥梁道路，无需改变出行方式和运动习惯。,2026.04.20,江苏,0.0,,105,强势|服务者,强势,服务者,36,0,0.9747952280926061
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e54f0c000000001401dc01,69e45f74000000001401bc0a,6086b5a80000000001004fec,那为什么机器狗一定要做成狗的形状，为什么机器狗不能做成人形，为什么机器人不能做成狗形，为什么人是人，为什么狗是狗，为什么狗不能叫做人，为什么要管机器人叫机器人而不是叫做机器狗,2026.04.20,广西,0.0,,87,中性|观众,中性,观众,30,0,0.9699085941448963
69e481e8000000002003ad94,"

",,,2,69e6cb79000000001401dc07,69e490ae000000001401d42a,60c36eed000000000101decf,人形机器人这个发展方向就是融入人类社会，目前房屋、街道、家具、家电的尺寸都是按人类活动规律设计的，如果机器人也能适应，就不需要对现在的设施去做大量改造，让机器使用人类活动，比把现有设施改造成适应机器人来成本低得多。,2026.04.21,浙江,0.0,,107,强势|服务者,强势,服务者,32,0,0.9690683334451337
69e481e8000000002003ad94,"

",,,1,69e78ac20000000014018823,,5ec3c91c0000000001007f0d,因为目前人类社会的几乎所有交互都是为人形设计的，楼梯，扶手，椅子，道路，把手，要么用手要么用脚。这才是设计人形机器人的原因，也是最大化兼容人类社会所有基础设施的唯一解。,2026.04.21,江苏,0.0,0.0,84,强势|服务者,强势,服务者,28,0,0.9677512460471417
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69db405a000000003500da6b,69db2eba000000003501189f,595b4bec438b7f453477fe19,我觉得应该是现在很多的设施设备都是对标人体操作的便捷性去设计的，所以需要设计人型机器人，随着设备设施的更新迭代以后人型机器人应该会慢慢减少只用于应对特殊场景需求了,2026.04.12,湖南,2.0,,81,成功|观众,成功,观众,26,0,0.9664931542099785
69e481e8000000002003ad94,"

",,,2,69e59ebc000000001401e81b,69e57c66000000001401e818,5fb4dd67000000000101fcc7,人一旦财富富足了，就会吃饱了没事干追求精神富足。验证机器人实用性有更多高效率的办法，而不是一项本该是人类活动，挑战人类自我的比赛，让一个不会觉得累的机器人来参加博噱头,2026.04.20,湖南,1.0,,83,强势|服务者,强势,服务者,26,0,0.9631952143174257
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e49572000000001401a418,69e45f74000000001401bc0a,65916748000000002001d8d1,因为要适应现有人类社会的产物，不然给不同类型、不同公司的机器人做适配的话会很麻烦（可以想一下适配男女的东西都能吵起来……还是让机器人适应人吧……）,2026.04.19,广东,0.0,,73,中性|观众,中性,观众,22,0,0.9614429777779799
69e481e8000000002003ad94,"

",,,2,69e5987b000000001401880b,69e490ae000000001401d42a,5f58fe88000000000100135a,跑步只是测试长时间工作的一个方向。人形是因为很多基础设施或工具都是参考人体工学设计的，人形机器人可以直接上手应用，无需再设计机器人用的日常工具。,2026.04.20,湖北,1.0,,72,强势|服务者,强势,服务者,22,0,0.9614081797480878
69e481e8000000002003ad94,"

",,,2,69eb0028000000001401881c,69ea62d3000000001401c40d,6055edd20000000001003a17,你知道人形的最大优势吗？他很敏捷，人形可以做到游泳，跑步，爬墙，人类做这些需要耐力，等人形机器人发展到一定程度，上天入地还是可以的，哦，当然天上不了，毕竟他不能飞，或许以后能,2026.04.24,河南,0.0,,87,强势|服务者,强势,服务者,24,0,0.9613918222020613
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,1,69db1122000000000c031dde,,59aee2065e87e719a86095b8,我猜，在精密的机械和传动设计、制造的基础上，在运动中对平衡状态进行感知、运算、反馈修正，并且是极快速度，不停的进行。这应该是仿真机器人水平的关键内容。,2026.04.12,浙江,2.0,0.0,75,成功|观众,成功,观众,24,0,0.9595537618182571
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69db1aa800000000350338bb,69db17fd0000000001004b62,5c94fc76000000001202818c,生活中绝大部分的物体交互都是根据人体来设计的，比如楼梯的高度，桌子的高度，门把手的位置和形状，是高度基于人体本身的结构来设定的,2026.04.12,河北,4.0,,63,成功|观众,成功,观众,21,0,0.9576975509507799
69e481e8000000002003ad94,"

",,,2,69e5a2dc000000001401c403,69e490ae000000001401d42a,65fe69bd000000000b00ede1,人类本来就是大自然最完美的造物，而人类的造物比如汽车都是为人类的身体结构设计的。腿能跳跃，跨越，攀爬，奔跑，能踩刹车踩油门。人形机器人能适应人类社会的各种工具。,2026.04.20,山东,0.0,,80,强势|服务者,强势,服务者,24,0,0.9576543335345601
69e481e8000000002003ad94,"

",,,2,69e5bbc0000000001401e81e,69e490ae000000001401d42a,5f525587000000000101fc4b,人形是必须的，这世界大部分物件都是按照人类设计的，人形机器人才能更好交互，至于比跑步也不是单纯比速度，比的是人形稳定性哪家更强,2026.04.20,河北,0.0,,63,强势|服务者,强势,服务者,20,0,0.9570984944653455
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69db612f0000000002034c8d,69db60ac00000000010064a9,63e4c13700000000260067ce,主要是现在的工具都是以操作者是人来设计的，操作方式都是适合人的手脚的。要是重新设计一套适合机器的那就不需要人形机器人了,2026.04.12,黑龙江,0.0,,59,成功|观众,成功,观众,18,0,0.9547781276889805
69e481e8000000002003ad94,"

",,,1,69e727600000000014019827,,6124330a000000000101fb2a,思维模式不能改变一下吗？比谁家机器跑的快，非要做成人形的吗？为何机器人一定要做成和人一样呢？应该可以创新的吗。,2026.04.21,福建,0.0,0.0,55,强势|服务者,强势,服务者,17,0,0.9542805977976794
69e481e8000000002003ad94,"

",,,2,69e71090000000001401880d,69e490ae000000001401d42a,603b4f79000000000101d33a,误解就是轮子形态只有在铺装路面才有速度优势，哪怕是atv也是吹牛逼，多足和履带才是真正的atv，尤其是多足对于复杂地形的适应性是轮子比不来的,2026.04.21,江苏,0.0,,70,强势|服务者,强势,服务者,22,0,0.9527731734205528
69e481e8000000002003ad94,"

",,,2,69e56a2a000000001401d40d,69e490ae000000001401d42a,60cefead0000000001008c87,解释过多少次了，人形也可无缝衔接人类的各种工具。你轮子可以开车吗，可以爬梯子吗，需要为每一种工具单独设计一款机器人吗,2026.04.20,四川,0.0,,58,强势|服务者,强势,服务者,18,0,0.9525981926827208
69e481e8000000002003ad94,"

",,,2,69e49c92000000001401a022,69e490ae000000001401d42a,5cfe1446000000001102b3a2,发展人形，这样到时候机器人代替人类工作可以更无缝衔接，因为现在的绝大多数工作设备是基于人来设计的[doge],2026.04.19,广东,0.0,,54,强势|服务者,强势,服务者,16,0,0.9524697474696251
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e45f74000000001401bc0a,,5f4109650000000001005a67,机器人为什么一定要做成人的形状？为什么不能做成四个轮子着地的，兼顾稳定性和速度，然后加上某种液体就能跑起来,2026.04.19,江苏,548.0,202.0,53,中性|观众,中性,观众,18,0,0.9524443892109615
69e481e8000000002003ad94,"

",,,2,69e5c7fc000000001401cc1d,69e490ae000000001401d42a,64f4aa8f00000000060303f3,人行机器人，为以后的发展做铺垫，这个马拉松比赛更多的是为了测试人行机器人各方面的数据！并非单纯的为了跑步！,2026.04.20,重庆,0.0,,53,强势|服务者,强势,服务者,17,0,0.9523818323751572
69e47f8f000000001f007203,"2026年机器人马拉松状态，五年后再看�

",,5834.0,2,69edaa8b000000002702fecf,69e4e1f0000000001401a40f,62c18e38000000001902a1db,其实这种比赛是有意义的，可以看出各个品牌机器人真实的续航能力什么的，在很久以后机器人可能包括我们生活的方方面面，所以这种活动蛮有必要的，想了解可以自行搜搜,2026.04.26,河南,0.0,,77,,,,19,0,0.9518092264847406
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69db0ca6000000003500ddb0,69db09350000000035018759,5b0137614eacab47d1174b6a,现在社会都是适应人类做出来的各种物品，道路，设备器件，如果是为了机器进行改造，成本更大，那还不如直接做成人形。,2026.04.12,宁夏,3.0,,55,成功|观众,成功,观众,17,0,0.9497752109102306
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,1,69db32d5000000003502adfd,,6144af18000000000201daed,平地跑够快了，但这个设计和算法在稍微复杂的地形很容易翻车。老宇树越野速度已经是最快的了，达到18km/h，现在进化到10m/s，即36km/h，代价是无法越野。,2026.04.12,广东,0.0,0.0,80,成功|观众,成功,观众,21,0,0.9496011405000451
69e481e8000000002003ad94,"

",,,2,69e49c9c000000001401c83c,69e49b570000000014019005,6278fb79000000002102127f,目前的制式武器装备都还是人使用的[偷笑R]，不可能单独开发一套机器人，开发的话也不会那么快。以后机器人成熟了，可以直接使用现在的制式装备。无缝衔接,2026.04.19,四川,0.0,,73,强势|服务者,强势,服务者,18,0,0.9494765364134808
69e481e8000000002003ad94,"

",,,2,69e4a053000000001401c40c,69e490ae000000001401d42a,5b473bfee8ac2b3074b53420,这个世界是人类世界，所有设施设备都是按照人类来设计的，楼梯，门把手，灶台等。所以机器人设计人类样式。,2026.04.19,安徽,0.0,,50,强势|服务者,强势,服务者,16,0,0.9464681163324612
69e47f8f000000001f007203,"2026年机器人马拉松状态，五年后再看�

",,5834.0,2,69e8ad72000000001401e800,69e6eded000000001401b837,5eca6bfe000000000101c409,现在在测试机器人的四肢协调性，人形机器人以后也可能会深入人类生活的方方面面，所以人形很有必要，可以代替人类很多的劳动和工作。,2026.04.22,湖北,0.0,,62,,,,16,0,0.9462514410227951
69e481e8000000002003ad94,"

",,,2,69e730d6000000001401bc12,69e490ae000000001401d42a,5fa5a6130000000001001749,因为现在发明的工具都是人用的，研究人形直接适配，做成其他形状还得更新各种工具的适配,2026.04.21,中国香港,0.0,,41,强势|服务者,强势,服务者,13,0,0.942648923187623
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69db2a7500000000350329af,69db1b05000000003503073f,63f35aaa000000001001dec8,你为什么觉得这种技术验证的目的是拼速度，有没有可能，速度是验证其他性能（稳定性、动力系统、控制系统）的表现方式？[笑哭R],2026.04.12,广东,11.0,,61,成功|观众,成功,观众,15,0,0.9426393245852185
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,1,69dafc1c0000000035025e12,,62f0bb16000000001e01dabe,感觉已经不像马拉松了吧，骑个摩托上去跑得一样快，只能证明科技水平发展挺快的，毕竟是机器，机器人是机器，摩托车也是机器,2026.04.12,吉林,1.0,0.0,58,成功|观众,成功,观众,18,1,0.9572556170189903
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,1,69db14c80000000015007a52,,67d56ca2000000000e012a35,做机器人的意义在于让人类放松去跑步跳舞，让机器人做饭干家务活，现在变成了人类还在干家务，机器人却去干了跑步跳舞[完啦R],2026.04.12,上海,1.0,0.0,60,成功|观众,成功,观众,16,1,0.946062001604813
69e481e8000000002003ad94,"

",,,1,69e5641d000000001401c403,,601a6da70000000001000078,不懂就问，这种机器人的意义何在，还需要好几个人为它服务，是能拿枪打仗上战场呢还是能当消防员灭火呢？就不能造那种能干实事点的机器人吗,2026.04.20,浙江,0.0,0.0,65,强势|服务者,强势,服务者,16,1,0.9458742476093853
69e47f8f000000001f007203,"2026年机器人马拉松状态，五年后再看�

",,5834.0,2,69e6084d000000001401cc0f,69e586020000000014019401,61271ade0000000001000c6f,1.以后作战什么的，机器人可以打前锋，减少人员伤亡。2.许多危险的工作也可以交给机器人做。3.现在老龄化严重，不生小孩的也多，老了如果有家政家务机器人，将是造福全民的人事情。,2026.04.20,中国澳门,0.0,,87,,,,20,1,0.9411389235266888
69e481e8000000002003ad94,"

",,,2,69e4a77a000000001401a41b,69e4a6fe0000000014019c0d,6513ad800000000023027338,造出代替人类工作的机器人 你又要说，影响普通人就业 找不到工作都怪机器人,2026.04.19,浙江,0.0,,36,强势|服务者,强势,服务者,12,1,0.9380526806066342
69e481e8000000002003ad94,"

",,,1,69e4918b000000001401e832,,5a24c0be11be103c1d35d3f6,漂亮，初期一个机器人干活要多个人力帮忙，后期一个机器人干活饿死一堆人。,2026.04.19,广东,0.0,0.0,35,强势|服务者,强势,服务者,13,1,0.9270490050220888
69e481e8000000002003ad94,"

",,,1,69e5687f000000001401e800,,5926a0095e87e70d1ca3d9c9,今天三个人侍候机器人，日后三个机器人侍候三百个人类～以后养老得靠他们了,2026.04.20,广东,1.0,0.0,35,强势|服务者,强势,服务者,12,1,0.9269672036898594
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69dc0bfc0000000015000940,69dafee4000000001400a5be,5a094aa04eacab60354412e6,你没懂，注意我说的是人不是机器人，我在反讽哪些说机器人跑马拉松没意义的人[doge]因为以此类推人跑马拉松也没啥意义,2026.04.13,美国,1.0,,58,成功|观众,成功,观众,13,1,0.9267788384092029
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69dc0cb500000000150050c1,69dafee4000000001400a5be,5a094aa04eacab60354412e6,注意我说的是人不是机器人，我在反讽哪些说机器人跑马拉松没意义的人[doge]因为以此类推人跑马拉松也没啥意义,2026.04.13,美国,1.0,,54,成功|观众,成功,观众,13,1,0.9267788384092029
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,1,69db21f9000000000c033122,,59df74f620e88f54f6630fbf,想想以后消防救援等等都可以用这些机器人去做，不会再有消防员伤亡，想到这些就很激动[哭惹R],2026.04.12,天津,0.0,0.0,45,成功|观众,成功,观众,12,1,0.9266806914417769
69e481e8000000002003ad94,"

",,,1,69e59eea000000001401e82b,,5bbdbf1cd01afd00013ded53,机器人跑马拉松的意义是啥？以后竞技运动也准备让机器人比？要彻底取代人类？,2026.04.20,上海,0.0,0.0,36,强势|服务者,强势,服务者,10,1,0.9264518730722668
69e481e8000000002003ad94,"

",,,1,69e7328a0000000014019c1a,,60706dca0000000001003933,是不是反过来了，不应该是研发机器人服务人类吗？怎么变成人类服务机器人了[捂脸R],2026.04.21,广西,0.0,0.0,40,强势|服务者,强势,服务者,10,1,0.9261581453543467
69e481e8000000002003ad94,"

",,,1,69e49b88000000001401ac1f,,6616827e0000000003033af7,脑电波链接+外附骨骼＝半植物人或下半身无法行动的瘫痪人。等等等等。如果真能下沉下去，是行动不便人的未来福利啊,2026.04.19,江西,0.0,0.0,54,强势|服务者,强势,服务者,19,1,0.9256599903858388
69e47f8f000000001f007203,"2026年机器人马拉松状态，五年后再看�

",,5834.0,2,69e5d447000000001401c013,69e586020000000014019401,5e667cf50000000001003dd9,小孩子花这么多钱买尿布买奶粉上小学初中高中上补习班的意义是什么？就不能一生下来马上就是短跑运动员，跳水运动员，it精英，医生，护士？[笑哭R],2026.04.20,海南,0.0,,71,,,,20,1,0.9251811765936875
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69e107b1000000001401b01c,69db2e550000000016017b12,5f8043560000000001002eff,因为拟人，最直接的就是家政机器人和养老机器人，护理机器人，这些轮子可以替代吗？,2026.04.17,福建,1.0,,39,成功|观众,成功,观众,10,1,0.9250630081822163
69e481e8000000002003ad94,"

",,,1,69ebf29000000000270208d5,,64a68730000000001c02b471,一个机器人能干三个人的活，维护一个机器人需要三个人,2026.04.25,辽宁,0.0,0.0,25,强势|服务者,强势,服务者,9,1,0.9198029853877961
69e481e8000000002003ad94,"

",,,1,69e5f212000000001401e009,,5b7cbc49778af2000121d526,看吧，一个机器人需要三个人帮忙维护，创再就业岗位呢？,2026.04.20,辽宁,0.0,0.0,26,强势|服务者,强势,服务者,10,1,0.9197648964285621
69e481e8000000002003ad94,"

",,,1,69e4a375000000001401e030,,599ee4bf50c4b4029b82e7cf,一个机器人要三个人养活，算了，还是人类划算 一个人可以干三个人的活[偷笑R],2026.04.19,四川,0.0,2.0,38,强势|服务者,强势,服务者,10,1,0.9197246993310211
